x,y
0.4415900,-0.0867900
0.2743100,-0.0708600
-0.3409700,-0.3904700
0.0379100,0.4015300
0.3800700,-0.1608600
-0.4397000,-0.4400900
-0.0010400,0.3846600
0.3352500,-0.2082800
-0.0542400,0.4183500
0.1958100,-0.0688700
0.2444500,-0.1956100
-0.4712700,-0.4551500
0.3281400,-0.1506300
-0.4574700,-0.4731100
0.3344700,-0.2699600
0.4080700,-0.2172900
0.2477600,-0.1508100
-0.0491400,0.3788600
0.2943500,-0.1241600
0.1751000,-0.2302700
0.3155600,-0.2050500
0.3223100,-0.1777900
0.0678800,0.4458800
0.0991800,0.3435200
0.3110600,-0.1350800
0.3533700,-0.1309400
0.3999800,-0.2457700
0.2488100,-0.1152300
0.2971200,-0.1421700
-0.0393900,0.2342100
-0.0809700,0.3873900
0.2959000,-0.0888800
0.2872000,-0.1082500
-0.4283700,-0.4556800
-0.0614500,0.3701600
-0.4588300,-0.4369600
0.1234100,-0.1699800
0.0688400,0.3330700
-0.4610100,-0.4977400
0.2462000,-0.1347200
0.2662700,-0.2361300
0.2489600,-0.2108400
0.2348700,-0.1651800
0.2750900,0.0083300
0.4493800,-0.1541000
0.2995000,-0.1445900
-0.4734600,-0.4191300
0.0517400,0.4317900
0.2181900,-0.0440000
-0.4433200,-0.3940900
-0.4093000,-0.4810000
-0.4209000,-0.4363900
0.2010900,-0.1300000
0.1906700,-0.1356100
0.1067400,-0.0031300
0.4039400,-0.2491900
-0.4447400,-0.4032900
0.4681300,-0.1951700
0.2542200,-0.2194200
0.1763000,-0.0198000
0.3604400,-0.1941200
0.2771500,-0.0295600
0.3964800,-0.1577000
-0.0587700,0.2824600
0.2548000,-0.1721800
0.2914900,-0.2117800
0.0834500,0.4063200
0.1922400,-0.2063700
-0.4091800,-0.4447300
0.2536500,-0.0714200
-0.4240800,-0.4087100
0.2648400,-0.1310500
0.1798400,-0.2005100
0.1867600,-0.0990500
0.2682800,-0.0759400
-0.4508800,-0.3980100
-0.4071200,-0.4103600
0.2139200,-0.2463800
0.2215500,-0.1775100
0.2483700,-0.2511800
-0.0467000,0.4055700
0.2783500,-0.1755300
0.2372300,-0.1431400
-0.4294300,-0.3281400
0.2316900,-0.1983000
0.2891000,-0.2733400
0.3237200,-0.1283400
0.0255100,0.2782300
0.4707800,-0.1511200
-0.4178500,-0.4341900
0.2769300,-0.1173900
0.2712300,-0.0728700
0.3018400,-0.2239200
0.3520500,-0.0646300
0.0494400,0.3440300
-0.0360700,0.4377900
0.2340700,-0.1412600
0.3746700,-0.0801400
0.2606300,-0.0878300
0.2424000,-0.1873500
0.2243100,-0.0490700
0.3199300,-0.2039900
0.1227700,-0.1737100
0.2307000,-0.1631900
-0.3944500,-0.4160400
0.2192100,-0.2638700
-0.0580900,0.3439900
0.3186400,-0.1855500
-0.0031900,0.3751100
-0.4373000,-0.4293000
0.2820800,-0.1837600
0.3295100,-0.1086700
-0.4705500,-0.4351600
0.2589200,-0.2158400
0.3042100,-0.1291100
0.2978100,-0.0831800
0.2956500,-0.1535000
0.3433200,-0.1021200
0.0419500,0.3127500
0.3009000,-0.3073300
0.2658500,-0.0701500
0.3809400,-0.1639500
0.2862100,-0.1990800
0.2230400,-0.1335400
0.2508100,-0.2490500
-0.0809000,0.3134500
0.1597000,-0.1857900
0.1686300,-0.1445200
0.3502400,-0.1697700
0.1815100,-0.1794800
0.2589900,-0.1507600
-0.4682600,-0.3906800
0.2816000,-0.0223700
0.1897100,-0.1806700
0.3028300,-0.1749400
0.3250300,-0.1783900
0.3722100,-0.1219700
-0.4044400,-0.4756700
-0.4331300,-0.4157300
0.0141100,0.3631700
0.4507300,-0.0659000
0.2712200,-0.1112300
0.2818700,-0.0788300
0.2434100,-0.0628200
0.2468700,-0.0813300
-0.4475600,-0.4469800
0.2029800,-0.1525900
-0.3765000,-0.4349000
-0.4061700,-0.4385300
0.1785000,0.0196900
0.3574900,-0.2572300
0.2925900,-0.2144400
0.2375500,-0.2453400
0.2828500,-0.1178300
0.2368600,-0.1261400
-0.4079700,-0.4243600
-0.4458600,-0.4092000
0.3664200,-0.0061600
-0.4059200,-0.4764100
0.3209100,-0.2338500
0.1673900,-0.1173900
-0.0492400,0.2423500
-0.3597200,-0.4304600
0.2931600,-0.2024400
-0.0620600,0.3109600
-0.0297600,0.3831200
-0.0895500,0.3873400
0.2702900,-0.1772500
0.1260400,0.3140400
0.1918400,-0.0888100
-0.0127600,0.3952200
0.2597700,-0.2012700
0.1727400,-0.2035000
0.3264600,-0.2121600
-0.0985100,0.2353700
0.3398100,-0.0619100
0.3110400,-0.1616300
0.3076900,-0.1361000
0.0468200,0.3145800
-0.4343100,-0.4214100
-0.0257200,0.2658700
0.3225600,-0.2891300
0.4815900,-0.0100700
0.0329100,0.3674700
0.2969600,-0.0980900
0.2111800,-0.1367800
0.3487200,-0.1704400
-0.4125700,-0.4209300
0.3484600,-0.2476400
-0.4329900,-0.3968800
0.0753300,0.3423500
0.3726000,-0.0137600
0.2649300,-0.1646700
-0.4557100,-0.4054600
0.2284100,-0.1855600
0.2749500,-0.2970700
0.2874800,-0.2049200
0.2769900,-0.2065500
0.2704700,-0.1762300
0.2594200,-0.2442700
-0.0311400,0.3016800
0.0656000,0.3301900
0.2979400,-0.1770300
0.2666100,-0.2253100
0.4502800,-0.1508100
-0.0307600,0.3680700
-0.3923000,-0.4108700
0.4258800,-0.1143800
0.2619800,-0.1143600
0.0784600,0.3377600
-0.4439900,-0.4198200
-0.4132500,-0.4442200
0.0207700,0.2537600
-0.0377700,0.4461900
0.1557200,-0.0304600
0.3413500,-0.2036000
0.1864100,-0.0529200
0.2600600,-0.0072900
-0.0039200,0.3593200
0.2606800,-0.1396100
0.0164100,0.3309700
-0.0315100,0.4358200
0.1360600,-0.2994800
-0.4107500,-0.4415400
-0.4346100,-0.4578900
0.2575600,-0.1648300
-0.0286200,0.3692500
0.1985400,-0.0917400
0.3649100,-0.0875600
0.3563800,-0.1255900
0.0500500,0.3776500
0.0645600,0.3160300
0.2237000,-0.1232400
0.3082900,-0.0945100
-0.4411600,-0.4511100
-0.0396500,0.3984300
0.3697300,-0.0549200
-0.3940800,-0.4183700
-0.3956200,-0.4560600
-0.0496300,0.4154800
0.1967400,-0.0763700
0.2185400,-0.1405700
-0.4239400,-0.4330100
0.2614300,-0.1883500
-0.3804900,-0.4695700
0.3398600,-0.1723600
0.2090300,-0.0058000
0.2095000,-0.0594300
0.3922800,-0.1902000
-0.1344100,0.3949800
0.2385400,-0.0728700
0.3556300,-0.0772000
0.4083600,-0.0199300
0.3371900,-0.1226800
-0.3859700,-0.4508200
0.2331700,-0.2441900
0.3257500,-0.1646900
0.2831200,-0.1708800
0.1330000,-0.1905600
-0.4650400,-0.4448200
-0.3874500,-0.4165600
-0.4327500,-0.4452200
0.0343200,0.3699900
0.2913000,-0.1583400
0.2328800,-0.1687000
0.2945600,-0.0815000
0.1868000,-0.1273200
0.3286400,-0.1432700
-0.0300300,0.3775600
0.3223400,-0.0783300
0.3068700,-0.1100600
0.2510100,-0.1837800
-0.4845700,-0.4794200
0.1906200,-0.2016900
0.3162700,-0.1477400
0.4522600,-0.1525100
0.3025900,-0.1865800
-0.4199500,-0.4346400
0.2547300,-0.1926500
0.2150800,0.0349100
0.3211300,-0.1995000
0.1764800,-0.0159700
0.2383100,-0.0994400
0.2698700,-0.1558800
0.3342400,-0.0678100
0.3682600,-0.0791700
0.3504900,-0.0792600
0.0059800,0.2860500
0.1469200,-0.1703100
0.2757500,-0.0376900
0.1591200,-0.1531400
0.2882600,-0.1263800
-0.4068700,-0.3647500
0.0111600,0.3319600
0.4651400,-0.0852900
0.2603500,-0.1056100
-0.4190100,-0.4026700
-0.0350500,0.3947500
-0.4270400,-0.4270300
0.3833300,-0.1573400
0.4027000,-0.1065900
-0.4102700,-0.4270600
0.1048500,-0.1320800
0.3702600,-0.1926000
-0.4501400,-0.4659100
0.2232900,-0.0841300
0.2557200,-0.0127900
0.3212200,-0.2507400
0.2580000,-0.2260800
0.2323500,-0.1268500
-0.0082600,0.3198500
-0.4323000,-0.4216000
0.4040000,0.0158400
0.3090200,-0.0868300
-0.0149300,0.3389500
-0.4362600,-0.4036000
0.2919600,-0.1237000
0.2968000,-0.0436600
0.1383400,-0.0571200
0.4163800,-0.1951600
0.2597000,-0.0322300
0.2269300,-0.1500400
0.3275800,-0.1530100
0.2334000,-0.1737000
0.2177700,-0.2181700
-0.5380100,-0.3893600
0.3533500,-0.3040600
-0.4154900,-0.4267500
-0.0303700,0.2941400
0.0449000,0.2023600
-0.0116800,0.3504400
-0.3862300,-0.3920600
0.2610700,-0.2005600
0.3189600,-0.1250700
0.2873400,-0.1576300
0.0369100,0.2273700
0.3467000,-0.1554600
-0.4583900,-0.4677600
0.0078000,0.2668500
0.3882400,-0.1389100
0.0982500,0.3747500
-0.0039200,0.2714100
0.1729200,-0.0509300
0.0033200,0.3355400
0.0836900,0.3759700
0.1663600,-0.2096800
0.1891900,-0.2036400
-0.4720200,-0.4245800
0.3276400,-0.0764200
0.2674700,-0.1279400
0.2636400,-0.0905900
0.2911200,-0.1337500
-0.4342400,-0.4467600
0.0230600,0.3941000
-0.0210900,0.2952600
0.0578200,0.3697300
0.1841900,-0.0997800
0.4024300,-0.0529200
-0.4239900,-0.4371300
0.2096800,-0.0914200
0.3366100,-0.1172300
0.3974600,-0.0646200
-0.4171100,-0.4111700
0.1237500,-0.0628900
0.3240700,-0.0803200
0.2946800,-0.1129500
-0.4396200,-0.3722700
0.2828400,-0.2080500
0.2090500,-0.1748100
0.1916300,-0.0777700
0.3149800,-0.0983500
0.3614300,-0.3303400
-0.4277000,-0.4213700
-0.4012000,-0.4195900
0.1497800,-0.1911200
-0.0094600,0.3083400
-0.3910600,-0.4620600
0.3131100,-0.1391400
-0.0954500,0.2460900
0.3571300,-0.1382700
0.2057300,-0.2505400
0.0893100,0.3895200
0.2229100,-0.1433300
0.2746200,-0.1674600
0.3700100,-0.2248600
-0.4506800,-0.4339400
-0.0388300,0.2849400
0.2637800,-0.0653400
0.4174400,-0.2643600
-0.4139600,-0.4193600
0.2800000,-0.0681500
0.2776600,-0.0865200
0.0163000,0.4102100
0.3024600,-0.1892100
-0.4443600,-0.4431500
0.3720000,-0.1537200
0.2650800,-0.1479400
0.2165300,-0.2205400
0.1574800,-0.2844800
-0.4525100,-0.4013300
-0.4302800,-0.4368700
-0.4054200,-0.4589600
0.0757400,0.3349200
0.3092900,-0.1369100
0.3362100,-0.0620800
0.2194000,-0.2458200
0.2562700,-0.2328800
-0.4661600,-0.4533600
0.2544800,-0.1995000
0.2809800,-0.2955500
0.2012900,-0.1050000
0.3052300,-0.1385100
0.2403500,-0.0698100
0.3868400,-0.2245400
0.2589100,-0.2409600
0.2351700,-0.0680700
-0.0781500,0.2388400
0.3550000,-0.2997000
0.2456000,0.0209600
0.2654900,-0.2422600
-0.4088300,-0.4253100
0.3476000,-0.0978000
0.2951700,0.0098000
-0.0773700,0.4222800
-0.4507800,-0.4098600
0.3586500,-0.0366400
0.3241900,-0.1543400
0.2625600,-0.0550500
0.1996400,-0.1297000
0.2007500,-0.1411300
0.2955300,-0.2283600
0.2983400,-0.0964100
0.3056800,-0.1758300
0.4003200,-0.0799800
0.2890200,-0.2848000
-0.0200400,0.3365800
0.3143400,-0.1638900
0.2528800,-0.1322100
0.2422000,-0.2030900
-0.4684700,-0.3906300
0.2758500,-0.1558200
-0.3957100,-0.4756700
-0.0032200,0.3042300
0.2760500,-0.0970100
-0.3910500,-0.4510300
0.3770700,-0.1355600
-0.0666400,0.4265700
-0.4051900,-0.4642800
0.2435000,-0.2271200
0.3046600,-0.1732200
0.2630200,-0.2041000
-0.4394500,-0.3832800
0.2250200,-0.2290600
0.0549400,0.3008500
0.3888800,-0.1069400
0.1961800,-0.1310700
-0.3994900,-0.3418600
0.3974700,-0.1758100
-0.4222700,-0.4459000
0.3362300,-0.0273800
0.3318500,-0.1523400
-0.0335300,0.4844200
0.3234800,-0.0778200
-0.0848500,0.2749600
0.0471000,0.4036000
0.2871000,-0.2309500
0.2618200,-0.2481500
0.4037700,-0.1677900
-0.0781100,0.1968400
0.2693900,-0.0399300
-0.3602600,-0.4057600
0.3179700,-0.0913800
0.2109100,-0.1627800
0.0665400,0.3398100
0.0308900,0.3332200
0.2470200,-0.1685200
-0.4453600,-0.4172200
0.2634000,-0.2180200
0.2571800,-0.1133800
0.1823400,-0.2319600
0.2749000,-0.1200900
-0.4330300,-0.4441300
0.2396600,-0.2791500
0.2670000,-0.1050100
0.2490800,-0.2382900
0.0915700,0.2564400
0.2140700,-0.2453900
-0.3844100,-0.4794600
-0.3816400,-0.4767700
-0.3941300,-0.4521100
0.0504200,0.3380900
0.0371100,0.4355100
-0.4398100,-0.4112500
0.0777200,0.4197300
0.1307500,-0.1254400
-0.4448300,-0.4143400
-0.4278300,-0.4159600
0.3376100,-0.0324200
0.2489200,-0.2142500
0.3673600,-0.2440200
0.3811200,-0.2635700
0.3719700,-0.2280900
-0.4735500,-0.4246200
0.3689300,-0.1963700
0.3204800,-0.1509000
-0.4394400,-0.4821400
0.2112400,-0.1146100
0.3480900,-0.2206700
0.2552000,-0.1078100
0.3587100,-0.1130500
0.2662300,-0.1209000
-0.0076200,0.3956600
0.0388600,0.3659600
0.2227100,-0.1403600
0.2971500,-0.1035100
0.2738600,-0.2402900
-0.3758500,-0.4115600
0.0050700,0.3433100
-0.4607800,-0.3746400
0.1876500,-0.2063400
0.2961400,-0.1711200
0.4241500,-0.0860000
-0.0008800,0.3375900
-0.0752600,0.4726300
-0.4735700,-0.3996300
0.4025600,-0.1684500
0.2041700,-0.1458600
0.2898700,-0.1634300
0.3396800,-0.1427600
-0.4683100,-0.4083900
-0.4451700,-0.4292100
-0.0102300,0.3544500
0.2871000,-0.1830100
0.0486700,0.3660000
0.3311300,-0.2001900
0.3508300,-0.0999200
-0.0166400,0.2925400
-0.4334200,-0.3671600
-0.0302200,0.3403200
0.2771300,-0.0773700
0.2193300,-0.2931500
0.3788300,-0.0883100
-0.4288300,-0.4048900
0.2975600,-0.1165300
-0.4039900,-0.4565100
-0.0120000,0.3239000
0.3137700,-0.3292900
0.3595500,-0.1991100
-0.4427900,-0.4467000
-0.4018400,-0.3675900
0.2823500,-0.1219100
0.2130100,-0.1273400
-0.0747200,0.3503100
0.2485900,-0.1943200
0.1388600,-0.1771200
0.3004900,-0.1363600
0.1738600,-0.0771000
0.2652500,-0.1570000
-0.4621200,-0.4373500
0.3220500,-0.2350700
-0.4592700,-0.4450100
-0.4299200,-0.4664900
-0.4000100,-0.4342200
0.2547800,-0.0542800
0.2847900,-0.0660100
0.1953400,-0.1935100
0.1101100,0.4014200
0.2160200,-0.1421200
0.2432800,0.0843800
0.2153800,-0.0148200
0.2990100,-0.0292300
-0.4388600,-0.3810200
0.1509600,-0.2244700
0.2534200,-0.1703900
-0.4544600,-0.4324700
0.1341200,-0.0975600
-0.0193200,0.3766900
0.2842100,-0.1401000
0.2852700,-0.1315700
0.2946200,-0.3338700
0.3181500,-0.1226100
-0.4898700,-0.3803400
0.3438800,-0.1644000
0.4312400,-0.1122800
0.3058500,-0.0678400
0.0530600,0.3661000
0.2834100,-0.1903100
-0.4280100,-0.4287300
0.2266500,-0.1619600
0.2413300,-0.0926500
-0.0842500,0.3676000
-0.0387000,0.2728000
0.0084900,0.3525100
0.2911400,-0.1094800
0.1045000,0.3056700
0.0674700,0.3993300
0.2257300,-0.1280200
0.3198500,-0.1135800
-0.4365800,-0.4560100
0.1876900,-0.1149400
0.0263600,0.3623200
0.3332800,-0.0701600
-0.4120000,-0.4063900
-0.4248900,-0.4312400
-0.4254300,-0.4453100
0.2034800,-0.0996600
0.2921600,-0.1327100
0.3545500,-0.1420100
0.4443600,-0.2164700
0.2950600,-0.1112600
-0.4444500,-0.4206500
0.2728300,-0.0220000
0.3117100,-0.1714000
-0.4331300,-0.4083200
0.2714000,-0.1465200
0.1760300,-0.1596400
0.0296700,0.3486000
-0.4582600,-0.3616100
0.2608900,-0.1674300
0.2231200,-0.1171500
0.3863700,-0.1832000
0.0142900,0.2671900
0.2047100,-0.0373100
0.4071600,-0.0993400
0.3217300,-0.0789800
0.2868500,-0.1399600
0.2999800,-0.0682000
-0.4646900,-0.4147300
0.0687600,0.4330200
-0.4176700,-0.4800600
0.4341900,-0.1827300
0.2993300,-0.0750300
0.0255900,0.2729900
0.2328300,-0.1836600
0.2273100,-0.0082700
0.2532000,0.0046600
-0.4698300,-0.4632000
-0.0290000,0.3239000
-0.4716400,-0.4227500
0.3143800,-0.0139400
-0.4315600,-0.4406300
-0.4541700,-0.4332500
0.2344000,-0.2369300
-0.0274600,0.3675000
0.0268900,0.3260700
0.2633400,-0.2227600
0.3175800,-0.0758900
0.0040700,0.3219700
-0.4378900,-0.4709500
0.3374200,-0.3284900
0.4240700,-0.2611400
0.2746700,-0.1054600
0.2322700,-0.2171100
0.3255400,-0.1607700
-0.4013000,-0.5115100
0.0442900,0.4107800
0.3806000,-0.1695000
0.3943000,-0.1331300
0.4133100,-0.2005000
0.2687500,-0.0862900
0.3361700,-0.1641400
0.2364400,-0.2065000
-0.4163200,-0.4480600
0.3164600,-0.1678100
0.3918200,-0.0431700
-0.0085800,0.3694000
0.3451700,-0.1044200
-0.0022800,0.2739300
-0.4448600,-0.4224500
0.3856800,-0.0638700
0.2521300,-0.1436200
0.2473700,-0.1608200
0.0381900,0.3996600
0.2371800,-0.2227800
0.1668700,-0.1169200
0.4113200,-0.1728400
0.2198600,-0.1729300
0.3817100,-0.1995900
0.3184800,-0.1224200
0.2301400,-0.2195000
0.3601800,-0.1949800
0.2491100,-0.0962200
0.0866000,0.4521400
-0.0521300,0.3757400
0.2754300,-0.1487600
-0.4651300,-0.3759700
-0.4447400,-0.4146100
-0.4182900,-0.4124400
0.3339300,-0.2014200
-0.4163000,-0.4206800
0.3114400,-0.2272600
0.3160500,-0.0453600
-0.0085100,0.3389500
0.2746100,-0.0195000
0.3225300,-0.2472900
0.2417100,-0.0349900
0.3103800,-0.0389300
-0.4369600,-0.3952300
0.3371600,-0.0952500
0.2964600,-0.1157800
0.2209300,-0.1833700
0.2577800,-0.0479200
0.2249100,-0.1687900
-0.4275600,-0.4094300
0.2997800,-0.0978000
0.3189600,-0.2077500
0.1575100,-0.0921900
0.3507400,-0.1869600
0.3877700,-0.0304500
0.4580300,-0.1340100
-0.0175000,0.3161800
0.2103600,0.0017800
0.2497200,-0.2242600
-0.4241500,-0.4361500
0.3391300,-0.2088300
0.2161100,-0.1494800
0.2336200,-0.1589100
0.2219600,-0.2642200
-0.4133500,-0.4232000
0.2824700,-0.1304800
0.2970000,-0.1811000
-0.0227000,0.4205000
-0.4556000,-0.4528500
0.3576800,-0.1401400
0.3856700,-0.0996900
0.2592400,-0.1421400
-0.4351500,-0.4400400
-0.4417600,-0.4067600
-0.0420200,0.3982800
-0.4651000,-0.4703600
0.3057400,-0.1452800
0.1976600,-0.2317100
-0.4625800,-0.4928900
0.2719700,-0.1402300
0.1457900,-0.1309600
-0.0295200,0.4389300
-0.0630400,0.3846400
0.3373400,-0.1807000
0.3863400,-0.1704200
0.2225400,-0.0421500
0.4454500,-0.0862100
-0.0710400,0.4191200
0.2655800,-0.2735400
-0.4520100,-0.4301900
-0.3816200,-0.4446100
0.1612800,-0.1662300
0.0350200,0.3108600
0.3127500,-0.2232800
0.2940000,-0.2353200
-0.4332700,-0.4748900
0.2635800,-0.0890500
0.2467600,-0.1514800
0.0542200,0.3768300
-0.1201500,0.2998300
0.0978700,0.3366900
0.4150800,-0.1949100
0.5007000,-0.1147400
0.3036600,-0.0842200
-0.4453000,-0.4090900
-0.0056200,0.2982700
0.2688200,-0.3526600
0.1930800,-0.0565900
-0.0677000,0.3095500
0.0127000,0.4151700
0.1801200,-0.0296600
0.3959500,-0.1055300
-0.0379100,0.3053000
0.3256800,-0.0659800
-0.0378200,0.3579400
0.2796600,-0.0830100
0.2444200,-0.1620300
-0.4480100,-0.4684700
-0.4431500,-0.4092900
0.4114200,-0.1952400
-0.0012200,0.2038300
0.3344700,-0.1877100
0.0883200,0.3506600
0.1316600,0.0048100
-0.0450400,0.2575300
0.1783500,-0.0235100
0.3264000,-0.1724000
0.3300200,-0.2098300
-0.3933400,-0.3984800
0.2009600,-0.0411600
0.1965400,-0.1423300
0.3234700,-0.0524100
0.2715000,-0.1784800
0.3440900,-0.2653000
0.3722300,-0.1074600
0.3945000,-0.1098900
0.3464900,-0.2443500
0.2534300,-0.1761300
0.3721900,-0.1315300
0.2432700,-0.0575000
0.2969000,-0.2759500
0.2857500,-0.1901900
0.1693800,-0.2379300
-0.4368000,-0.4181400
-0.4737600,-0.4514900
0.3758900,-0.1907600
0.3367700,-0.1645600
0.1676500,-0.1657200
0.0509000,0.3178700
0.3027400,-0.0999300
-0.4323700,-0.4588900
0.3386000,-0.3218400
0.2631900,-0.2199500
0.3180400,-0.1911200
0.0275000,0.4154400
-0.3869600,-0.4325300
-0.3754400,-0.4375800
0.0996000,0.3323500
0.3872500,-0.2350600
0.0241500,0.3720500
0.0161500,0.2468700
-0.0227200,0.2652400
0.1535000,-0.1085500
0.3661700,-0.1473400
0.2886600,-0.1321500
-0.0211300,0.3429500
0.0128900,0.3722500
0.2419500,-0.1319800
0.2178200,-0.1557900
0.1709600,-0.0841100
0.2961000,-0.1913100
0.4019100,-0.2087200
0.2999700,-0.0874000
0.3563400,-0.0251700
0.2446000,-0.1429400
0.3105600,-0.2389000
-0.0461900,0.3972800
0.3106100,-0.1058600
-0.3865100,-0.4096900
0.2181800,-0.1925500
-0.4391000,-0.4133400
0.0077500,0.3945900
0.0328500,0.3294300
0.3291300,-0.0529300
-0.4469900,-0.4014500
0.2583900,-0.1190000
0.2932100,-0.1439600
0.2879800,-0.1100400
0.1532300,-0.0538500
0.3023500,-0.1203100
-0.4346200,-0.3718700
0.2331900,-0.0944800
-0.4107400,-0.4311000
0.3118800,-0.1845800
-0.0203000,0.3975500
0.2237900,-0.1659400
0.2352400,-0.2038200
0.2688100,-0.1394300
0.3989300,-0.2199100
0.2880000,-0.1236600
0.3750400,-0.2444600
-0.0340800,0.4102200
0.3987200,-0.1851300
0.2823200,-0.1333500
0.2630200,-0.0798200
0.0439900,0.3184300
0.4303000,-0.0663100
-0.4324100,-0.4046600
0.3702500,-0.1288000
-0.3755300,-0.4278200
0.3540300,-0.1806300
0.2916300,-0.0197000
0.2163200,-0.1141300
0.3280900,-0.0360300
-0.4236400,-0.4527100
0.1159900,0.2617200
0.0304000,0.2958100
0.3513900,-0.0972900
0.2483500,-0.1877500
0.2711400,-0.1358500
0.3980000,-0.0638200
-0.4941400,-0.4100700
0.0471300,0.3946800
0.3012800,-0.0374800
0.2142900,-0.1324300
0.0465100,0.3793500
